"CIVICNUMBER","UNIT","STREETNAME","POSTALCODE","MUNICIPALITY","COLLECTIONDAY","OPERATOR","ROUTENUMBER","LEAF_YARD_WASTE_COLLECTION","REFUSE_DAY","RECYCLING_DAY","LATITUDE","LONGITUDE","geometry.x","geometry.y"
392,,"Henry Street","P6C 2W6","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.5420196,-84.37244445,701458.2100000009,5157626.720000001
116,,"Bitonti Crescent","P6C 6A9","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54364766,-84.35468765,702813.5299999993,5157853.119999999
437,,"Doncaster Road","P6C 5Y8","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54020026,-84.37378803,701361.9299999997,5157421.140000001
236,,"Sussex Road","P6C 2R9","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54010899,-84.36141034,702311.2799999993,5157442.67
342,,"Kingsford Road","P6C 2W4","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54153605,-84.36830615,701777.2799999993,5157583.57
176,,"Moss Road","P6A 0B5","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55194083,-84.37184977,701467.0700000003,5158730.6
46,,"Fairview Avenue","P6C 3B4","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54899736,-84.35352944,702882.3800000008,5158450.51
159,,"Greenfield Drive","P6C 3T3","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55503544,-84.35054126,703088.9100000001,5159129.1
1204,,"Peoples Road","P6C 3W6","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55295183,-84.35102589,703059.5399999991,5158896.34
183,,"Greenfield Drive","P6C 3T3","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55616645,-84.34901883,703201.3800000008,5159258.6899999995
94,,"Third Line East","P6C 0A5","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55262497,-84.34662217,703398.3200000003,5158871.369999999
21,,"Fairview Avenue","P6C 3B3","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54862824,-84.35233097,702975.6300000008,5158412.58
1418,,"Peoples Road","P6C 3W8","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.56030926,-84.35137307,703005.4700000007,5159712.9399999995
340,,"Brule Road","P6A 0B5","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.56308043,-84.36169797,702203.8399999999,5159994.32
51,,"Greenfield Drive","P6C 6H1","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55416859,-84.34634807,703413.5600000005,5159043.59
3,,"East Dunrobin Bay","P6C 5T4","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55614924,-84.35771782,702534.6799999997,5159234.4
51,,"Fairview Avenue","P6C 3B3","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54864792,-84.35379898,702863.0199999996,5158410.99
1200,,"Third Line West","P6A 5K8","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55108821,-84.41122276,698452.0600000005,5158536.039999999
684,,"Farwell Terrace","P6C 4C9","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54416361,-84.36094806,702331.6500000004,5157894.369999999
460,,"Moss Road","P6A 0B5","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.56146012,-84.37198794,701421.2300000004,5159787.949999999
118,,"Johnson Avenue","P6C 2V5","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54142331,-84.35729076,702622.2400000002,5157599.279999999
634,"A","Korah Road","P6C 4K1","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54156992,-84.36876075,701742.3000000007,5157586.17
105,,"Pozzebon Crescent","P6C 6B4","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54195833,-84.36017941,702398.7799999993,5157651.3100000005
436,,"Moss Road","P6A 0B5","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.56017524,-84.37190767,701432.1400000006,5159645.390000001
9,,"East Dunrobin Bay","P6C 5T4","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.5566634,-84.35778769,702527.4100000001,5159291.35
84,,"Second Line West","P6C 2H9","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.53812228,-84.35465959,702836.2699999996,5157239.26
133,,"Greenfield Drive","P6C 3T1","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55295861,-84.34995541,703143.6899999995,5158899.74
280,,"Prentice Avenue","P6C 4R3","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.53947048,-84.37122099,701561.5999999996,5157349.3100000005
1108,,"Goulais Avenue","P6A 5K8","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.56171742,-84.38253608,700611.8599999994,5159789.65
347,,"Cheshire Road","P6C 2X2","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54198634,-84.36888579,701731.1699999999,5157632.119999999
93,,"Foothill Road","P6C 0E5","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.56450968,-84.38779766,700198.3300000001,5160086.529999999
77,,"Elliott Road","P6C 2Z6","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54385117,-84.35374344,702885.1600000001,5157878.16
869,"2","Peoples Road","P6C 3V9","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54170024,-84.35098363,703104.7699999996,5157646.27
104,,"Third Line East","P6C 0A5","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.5526771,-84.34605293,703441.7599999998,5158878.630000001
106,,"Third Line East","P6C 0A5","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55266346,-84.34595784,703449.0999999996,5158877.359999999
439,,"Sydenham Road","P6C 2X8","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54267545,-84.37471754,701281.5099999998,5157693.789999999
113,,"McQueen Road","P6C 6E3","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.5627547,-84.38856254,700146.1699999999,5159889.59
1007,,"Peoples Road","P6C 3W1","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54623706,-84.35135343,703059.4900000002,5158149.41
31,,"Chatfield Drive","P6C 6E6","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55304094,-84.34516815,703508.2200000007,5158921.34
276,,"Kingsford Road","P6C 2W3","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54162209,-84.36510226,702022.5999999996,5157601.33
87,,"McQueen Road","P6C 6E3","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.56273792,-84.38743391,700232.7300000004,5159890.59
9,,"Dawson Avenue","P6C 4B2","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54024353,-84.35959765,702452.1400000006,5157466.5600000005
1304,,"Third Line West","P6A 5K8","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55094619,-84.41589673,698094.2899999991,5158508.51
63,,"McQueen Road","P6C 6E4","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.56283416,-84.38622663,700324.9000000004,5159904.35
92,,"Greenfield Drive","P6C 6G3","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55372045,-84.34777407,703305.9299999997,5158990.119999999
47,,"Fairview Avenue","P6C 3B3","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54850512,-84.35370705,702870.5999999996,5158395.359999999
36,,"Fairview Avenue","P6C 3B4","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54898561,-84.35299478,702923.4100000001,5158450.58
187,,"Fourth Line West","P6A 0B5","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.56611247,-84.3609591,702249.1899999995,5160333.109999999
31,,"West Dunrobin Bay","P6C 5Z6","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55716085,-84.35880115,702447.8800000008,5159344.02
304,,"Brule Road","P6A 0B5","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.56202356,-84.36165882,702210.7699999996,5159876.99
1310,,"Peoples Road","P6C 3W8","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55654203,-84.35124403,703029.4199999999,5159294.6899999995
352,,"Brule Road","P6A 0B5","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.56345463,-84.36135426,702228.7899999991,5160036.779999999
389,,"Old Goulais Bay Road","P6A 0B5","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.56571096,-84.34227238,703682.7400000002,5160336.6
6,,"East Dunrobin Bay","P6C 3Z8","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55638482,-84.35713585,702578.4100000001,5159262.07
8,,"Lethbridge Street","P6C 3Y4","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55697833,-84.35228049,702948.3499999996,5159340.5
133,,"Old Goulais Bay Road","P6A 0B5","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55743716,-84.34174054,703754.4900000002,5159418.66
1106,,"Third Line West","P6A 5K8","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55143444,-84.40618459,698837,5158587.199999999
272,,"Doncaster Road","P6C 2T9","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.540779,-84.36505686,702029.2100000009,5157507.77
420,,"Sussex Road","P6C 2S6","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.53981264,-84.37479576,701286.0999999996,5157375.5
108,,"Third Line East","P6C 0A5","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55269639,-84.34578311,703462.3699999992,5158881.470000001
1164,,"Goulais Avenue","P6A 5K8","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.56375777,-84.3824996,700607.1300000008,5160016.449999999
47,,"Greenfield Drive","P6C 6H1","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55415565,-84.3460742,703434.5999999996,5159042.859999999
706,,"Korah Road","P6C 4K6","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54393962,-84.37027873,701617.1400000006,5157845.59
274,,"Rossmore Road","P6C 2Y8","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54474614,-84.36970874,701657.8499999996,5157936.66
290,,"Rossmore Road","P6C 2Y8","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54475908,-84.3706744,701583.7699999996,5157935.630000001
17,"A","Churchill Avenue","P6C 2P9","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.539328,-84.35111877,703103.2599999998,5157382.34
70,,"Foothill Road","P6C 0E4","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.56511421,-84.38677379,700274.5700000003,5160156.300000001
186,,"McQueen Road","P6C 6E3","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.563174,-84.3922091,699865.1600000001,5159926.93
1386,,"Third Line West","P6A 5K8","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.5508745,-84.4218977,697634.5399999991,5158485.49
648,,"Farwell Terrace","P6C 4C9","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54263589,-84.36090227,702340.8399999999,5157724.74
145,,"Johnson Avenue","P6C 2V4","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54101572,-84.35766923,702594.7400000002,5157553.02
263,,"Prentice Avenue","P6C 4R2","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.53899523,-84.37182159,701517.1600000001,5157292.27
424,,"Sussex Road","P6C 2S6","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.53977664,-84.37501909,701269.1099999994,5157370.93
19,,"Rossmore Road","P6C 5Z2","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54465753,-84.35669426,702655.9299999997,5157960.17
419,,"Sydenham Road","P6C 2X8","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54264092,-84.37319066,701398.6999999993,5157693.85
25,,"Pozzebon Crescent","P6C 6A7","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54211234,-84.35587368,702728.3200000003,5157679.48
596,,"Korah Road","P6C 4J7","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54034263,-84.36784396,701817.1400000006,5157452.15
700,,"Cooper Street","P6C 4W2","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54421813,-84.3766812,701125.2599999998,5157860.1899999995
610,,"Korah Road","P6C 4J9","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54086262,-84.36822197,701786.2300000004,5157508.960000001
452,,"Doncaster Road","P6C 6G2","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54060012,-84.37455561,701301.5999999996,5157463.609999999
784,,"Cooper Street","P6C 4W2","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54693842,-84.37691048,701097.6300000008,5158161.859999999
248,,"Kingsford Road","P6C 2W1","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54172437,-84.3625286,702219.5399999991,5157619.289999999
295,,"Sussex Road","P6C 2S2","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.53962801,-84.36531917,702013.3699999992,5157379.210000001
286,,"Second Line West","P6C 2J5","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.53763126,-84.36469811,702068.4000000004,5157158.9399999995
605,,"Farwell Terrace","P6C 4C6","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54122968,-84.36144613,702304.3699999992,5157567.1
159,,"Bitonti Crescent","P6C 6B6","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54328948,-84.35684014,702649.8399999999,5157807.789999999
570,,"Cooper Street","P6C 4W2","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.53956454,-84.37649452,701156.7699999996,5157343.6
640,,"Cooper Street","P6C 4W2","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.5419784,-84.37663812,701136.8399999999,5157611.4399999995
66,,"Pozzebon Crescent","P6C 6A6","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54235764,-84.35778277,702581.0399999991,5157701.83
298,,"Doncaster Road","P6C 2T9","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54079347,-84.36646583,701921.1300000008,5157505.77
980,,"Third Line West","P6A 5K8","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.5512309,-84.40032623,699286.8200000003,5158579.369999999
344,,"Langdon Road","P6C 2Y3","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54402124,-84.36747431,701831.8399999999,5157861.83
58,,"Edison Avenue","P6C 4T8","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.53922477,-84.37441575,701317.4100000001,5157311.15
60,,"Hillside Drive","P6C 5Z1","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54689783,-84.35381678,702868.1799999997,5158216.49
192,,"Greenfield Drive","P6C 3T2","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55578466,-84.34801707,703279.5899999999,5159218.85
1373,,"Peoples Road","P6C 3X1","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55884972,-84.35205997,702958.2699999996,5159549
127,,"Greenfield Drive","P6C 3T1","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55297901,-84.34925517,703195.1699999999,5158903.92
1260,,"Peoples Road","P6C 3W8","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55488395,-84.35116169,703041.9199999999,5159110.67
263,,"Brule Road","P6A 0B5","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.56037337,-84.36256582,702147.3900000006,5159691.3100000005
1282,,"Peoples Road","P6C 3W8","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.5555692,-84.3511886,703037.3000000007,5159186.74
328,,"Brule Road","P6A 0B5","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.56263728,-84.36180389,702197.3699999992,5159944.8100000005
80,,"Third Line East","P6C 3B8","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55260455,-84.34722354,703352.3000000007,5158867.550000001
251,,"Prentice Avenue","P6C 4R1","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.53862438,-84.3718035,701519.9199999999,5157251.109999999
36,,"Nichol Avenue","P6C 4V4","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.53840406,-84.37537208,701247.1199999992,5157217.52
374,,"Henry Street","P6C 2W6","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54205541,-84.37090571,701576.0500000007,5157634.630000001
411,,"Sydenham Road","P6C 2X8","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54266391,-84.37268347,701437.5,5157697.699999999
253,,"Sussex Road","P6C 5X6","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.53966464,-84.36252876,702227.1799999997,5157390.43
254,,"Kingsford Road","P6C 2W1","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54169286,-84.36277755,702200.5700000003,5157615.15
79,,"Murton Avenue","P6C 4G5","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54419704,-84.36649105,701906.5700000003,5157883.880000001
393,,"Langdon Road","P6C 2Y5","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54350345,-84.37192476,701492.5600000005,5157792.92
566,,"Cooper Street","P6C 4W2","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.53946264,-84.37650125,701156.6300000008,5157332.26
347,,"Sussex Road","P6C 2S4","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.53950456,-84.36983853,701667.3200000003,5157353.93
39,,"Lloyd Street","P6C 3X9","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54083878,-84.35197103,703032.2799999993,5157548.01
152,,"Second Line West","P6C 2H9","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.53784157,-84.35786622,702591.4499999993,5157199.83
366,,"Henry Street","P6C 2W6","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.5421085,-84.37041624,701613.3800000008,5157641.779999999
323,,"Rossmore Road","P6C 2Z1","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54430904,-84.37274701,701426.5399999991,5157880.33
303,,"Hampton Road","P6C 2N6","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.53799599,-84.36541095,702012.3900000006,5157197.640000001
580,,"Farwell Terrace","P6C 4C4","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54022062,-84.3607567,702360.9800000004,5157456.75
14,,"East Dunrobin Bay","P6C 3Z8","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55707914,-84.35716578,702573.5299999993,5159339.140000001
8,,"Kent Crescent","P6C 3C5","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55662583,-84.35349429,702856.6300000008,5159298.210000001
58,,"Hillside Drive","P6C 5Z1","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54694775,-84.35388544,702862.7300000004,5158221.859999999
36,,"Beaumont Avenue","P6C 6E8","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55490249,-84.34921259,703191.25,5159117.75
11,,"Lethbridge Street","P6C 3Y3","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55716359,-84.35288833,702901.0700000003,5159359.52
1374,,"Peoples Road","P6C 3W8","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55881068,-84.35121798,703022.9499999993,5159546.83
19,,"East Perth Bay","P6C 5Z8","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55661015,-84.36018435,702343.9100000001,5159279.279999999
40,,"Hillside Drive","P6C 5Z1","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54765632,-84.35336442,702900.0299999993,5158301.93
31,,"Hillside Drive","P6C 3A7","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54719462,-84.35269214,702953.2899999991,5158252.359999999
15,,"Lethbridge Street","P6C 3Y3","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55734806,-84.35289488,702899.8800000008,5159380
1286,,"Peoples Road","P6C 3W8","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55572866,-84.35119962,703035.8599999994,5159204.43
202,,"Greenfield Drive","P6C 3T2","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55581361,-84.34691441,703364,5159224.91
436,,"Langdon Road","P6C 2Y6","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54385039,-84.37426277,701312.0299999993,5157825.5
32,,"Chatfield Drive","P6C 6E6","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55355235,-84.34525891,703499.3499999996,5158977.93
857,,"Peoples Road","P6C 3V8","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.5412385,-84.35090423,703112.5800000001,5157595.17
278,,"Rossmore Road","P6C 2Y8","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54475564,-84.36995364,701639.0399999991,5157937.09
162,,"Third Line East","P6C 0A4","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.5527437,-84.34296905,703677.9000000004,5158893.99
429,,"Sussex Road","P6C 6H7","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.53928226,-84.37526922,701251.7599999998,5157315.359999999
207,,"Bitonti Crescent","P6C 6B6","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54319405,-84.35963882,702435.6300000008,5157790
28,,"Pond Street","P6C 4R8","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54502682,-84.37288167,701413.5600000005,5157959.74
900,,"Third Line West","P6A 5K8","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55223927,-84.39633658,699588.9499999993,5158701.5
850,,"Third Line West","P6A 5K8","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55159126,-84.39424275,699751.8300000001,5158634.800000001
110,,"Greenfield Drive","P6C 6G3","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55344065,-84.34773957,703309.6199999992,5158959.119999999
41,,"Old Goulais Bay Road","P6A 0B5","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55431653,-84.34139728,703792.4900000002,5159072.8100000005
12,,"Pozzebon Crescent","P6C 6A6","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54267222,-84.35644908,702682.1199999992,5157740.210000001
138,,"Third Line East","P6C 0A5","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55269615,-84.34455199,703556.7400000002,5158884.619999999
1246,,"Goulais Avenue","P6A 5K8","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.56508591,-84.38228405,700618.75,5160164.57
62,,"Chatfield Drive","P6C 0B1","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55351963,-84.34299038,703673.3599999994,5158980.15
201,,"Old Goulais Bay Road","P6A 0B5","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55962918,-84.34170492,703748.1600000001,5159660.09
176,,"Churchill Avenue","P6C 2R3","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.53954943,-84.35958476,702457.3499999996,5157384.119999999
203,,"Greenfield Drive","P6C 3T3","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55628975,-84.3468039,703370.6899999995,5159278.1
288,,"Selby Road","P6C 2P7","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.53920572,-84.36532657,702014.3699999992,5157332.27
568,,"Moss Road","P6A 0B5","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.56451475,-84.37457087,701211.9700000007,5160120.76
185,,"Foothill Road","P6C 0E5","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.56426286,-84.39236071,699849.5399999991,5160047.529999999
527,,"Brunswick Avenue","P6C 4E7","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.5385317,-84.36408861,702111.7899999991,5157260.550000001
38,,"Hill Street","P6C 3Y2","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54272746,-84.35236487,702995.0399999991,5157756.85
224,,"Doncaster Road","P6C 2T6","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54090808,-84.36188118,702272.2100000009,5157530.25
269,,"Selby Road","P6C 2P8","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.53884891,-84.36442265,702085,5157294.9399999995
61,,"Murton Avenue","P6C 4G5","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54355386,-84.36644248,701912.6799999997,5157812.539999999
115,,"Pozzebon Crescent","P6C 6B4","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.5424001,-84.36027902,702389.5,5157700.140000001
604,,"Korah Road","P6C 4J9","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54070176,-84.36805641,701799.5199999996,5157491.51
50,,"Pozzebon Crescent","P6C 6A6","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54238195,-84.35682944,702654.0399999991,5157706.98
292,,"Selby Road","P6C 2P7","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.53917302,-84.36557127,701995.7300000004,5157328.01
10,,"Lidstone Street","P6C 5X5","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54060727,-84.35227302,703009.9900000002,5157521.51
520,,"Second Line West","P6C 2K5","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.53731687,-84.37617598,701189.5,5157094.67
1394,,"Third Line West","P6A 5K8","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.55089647,-84.42353097,697509.2599999998,5158483.84
313,,"Doncaster Road","P6C 2T8","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54035677,-84.36721527,701865.2899999991,5157455.33
188,,"Bitonti Crescent","P6C 6A9","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54279585,-84.35852271,702522.6799999997,5157748.619999999
338,,"Sussex Road","P6C 2S3","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.53992089,-84.36904798,701726.3900000006,5157402.210000001
162,,"Churchill Avenue","P6C 2R2","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.53958722,-84.35843923,702541.0199999996,5157392.32
309,,"Kingsford Road","P6C 2W2","SSM","Wednesday","GFL",,"Route ""B""","Wednesday","Thursday",46.54122552,-84.36690965,701885.5,5157552.640000001
